sentences,keywords,cluster_ID_kmeans
American Sniper stay away from me American Sniper Bradley let me be,"sniper bradley, american sniper",2
"American Sniper Chris Kyle hunkers down atop a McDonalds ""Pray For Rain"" sign passing out pencils that read ""Je Suis Charlie"" to passersby","suis, chris kyle, pray for rain, pencils, charlie, je suis charlie",0
Bradley Cooper with a Texas accent   AmericanSniper cantwait,"americansniper, bradley cooper, cantwait, texas accent, texas",2
'American Sniper' looks fascinating Until you hear Bradley Cooper's accent,"accent, bradley cooper 's, bradley cooper, cooper, looks fascinating",2
I love everything about Bradley Cooper in American Sniper,"sniper, bradley cooper, american",2
Someone take me to go see American Sniper this weekend Please LooksSoGood BradleyCooper,"american, weekend, bradleycooper, american sniper",2
Bradley Cooper on 'American Sniper' 'I wanted to do right by Chris Kyle' ,"sniper, bradley cooper, kyle, american sniper, american sniper ', chris kyle '",2
They showed everything good about Chris Kyle in American Sniper Total opposite when we get killed and our story is told,"opposite, chris kyle, american sniper total opposite, american sniper total, story",0
American Sniper directed by Clint Eastwood starred by Bradley Cooper It is the story of a real American hero gunned down by another vet,"real american hero, bradley cooper, story, american sniper, clint eastwood",2
donsolo35 Gonna go home and watch American sniper again lol CIA FBI DHSgov CorpusChristiPD,"dhsgov, cia, american, american sniper, corpuschristipd",2
Just watched 'American sniper' RIP ChrisKyle Amazing and emotional film but this man was a truehero,"film, man, truehero, emotional film, rip chriskyle amazing",2
"Chiccywood Not familiar w/""Boyhood"" ""American Sniper"" looks pretty damn good Bradley Cooper looks like he knocks it out of the park","bradley cooper, american, familiar w/""boyhood, american sniper",2
AmericanSniper more like AmericanBullshit Fuck ClintEastwood GoldenGlobes AwardsBait,"awardsbait, americanbullshit fuck clinteastwood, goldenglobes",2
Bradley Cooper in American Sniper tho ,"bradley cooper, tho, american sniper",2
Bradley Cooper should not have been snubbed AmericanSniper,bradley cooper,2
Can't wait to see how good Bradley Cooper is in American Sniper,"sniper, bradley cooper, american",2
"I highly recommend ""American Sniper"" Is Bradley Cooper nominated for an Oscar for his role in the movie This is another Clint Eastwood gem","oscar, another clint eastwood, movie, american sniper, is bradley cooper, role",2
I really wanted to see American Sniper because of the trailer then I read how Chris Kyle was a bigot bastard and I was even more interested,"bastard, chris kyle, american sniper, bigot bastard, bigot",0
Can't wait to see BradleyCooper in AmericanSniper GoldenGlobesPreShow,"americansniper goldenglobespreshow, bradleycooper, goldenglobespreshow",1
"[Bradley Cooper American Sniper voice] ""My wiiiiiife""","bradley cooper american sniper voice, voice",2
The American Sniper trailer still gives me chills Right on Eastwood,"eastwood, chills, american sniper trailer",2
I want to see AmericanSniper so bad BradCooper28 looks badass taking on the role of a realamerican RIPChrisKyle,"ripchriskyle, bradcooper28, americansniper, role",1
Y ya estamos con cine muero por ver lo nuevo de Clint Eastwood American Sniper Dicen que es BRUTAL ,"brutal, que, es, clint, lo, clint eastwood",2
HamzaAbdullah21 How Clint Eastwood Ignores History in American Sniper ,"history, sniper, american, clint eastwood",2
Certo che per Eastwood non ne sbaglia uno AmericanSniper,"eastwood, sbaglia, americansniper",1
American Sniper looks like an amazing film will be taking box of tissues w/me Bradley Cooper is so good probably Oscar nom out of it,"box, bradley cooper, bradley, oscar nom, tissues w, w",2
Can't wait to see AmericanSniper The story of America's most lethal sniper who hailed from Odessa Texas Rest in peace Chris Kyle,"chris kyle, odessa texas rest, kyle, lethal sniper, america",0
Must see american sniper Bradley cooper is a god,"bradley, american sniper bradley cooper, god",2
Holy fuck was not expecting that ending AmericanSniper RIPChrisKyle,"ripchriskyle, holy fuck, americansniper",1
HEY AmericanSniper THANKS FOR NOT COMING OUT ON CHRISTMAS AND THEN ONLY SHOWING 40 MILES AWAY WHEN YOU COME OUT,"christmas, miles away, hey americansniper thanks, coming",1
AmericanSniper is not Clint's best but worth seeing Pacing is off but the first hour is great Cooper is amazing,"cooper, clint, pacing",2
bradc25 Hey Bradley just seen American sniper You absolutely blew me away what a performance Any chance of a RT and follow,"sniper, rt, bradley, american, american sniper",2
Crying my eyes out at that new American Sniper film haha Chris Kyle was a real hero RIP,"chris kyle, hero, new american sniper film haha chris kyle, rip",0
American Sniper Opens Friday Jan 16 2015Navy SEAL Chris Kyle logs an incredible number of k ,"k, chris kyle, jan, incredible number, seal",0
"""American Sniper"" shouldn't be treated as simply a bipoic of a hero Chris Kyle was a very complex man ","chris kyle, hero chris kyle, man, american sniper",0
Pre-release Screenings of American Sniper Announced | Chris Kyle Frog Foundation ,"chris kyle, foundation, screenings of american sniper",0
AmericanSniper you gotta watch it to believe it BradleyCooperUS thanks for sharing it with the world,bradleycooperus thanks,2
American sniper is a top film Credit to Clint Eastwood for directing it,"top film credit, credit to clint eastwood",2
KevinMcCarthyTV yes to BradleyCooper Disappointing AmericanSniper ChrisKyleFrog,"bradleycooper disappointing americansniper chriskylefrog, chriskylefrog",1
candacemorgan_ D_Spataro831 It's gonna be Outstanding All Clint Eastwood directed films are AmericanSniper,"all clint eastwood, gon, americansniper",1
American Sniper looks SOOO good  by American Sniper I mean Bradley Cooper,"bradley cooper, sooo, american sniper",2
jctm1 vm_roma No vi os dois (Jersey eu perdi IG eu quero ver no cinema Clint est com outro saindo do forno American Sniper,"sniper, ig eu, eu, american, clint, jersey eu",2
Time to watch American sniper perfectCopy BradleyCooper Merica,"american, bradleycooper, merica",2
Holy Fuck American Sniper was intense and action thrilling good war movie Props are given to Bradley Cooper played a good role,"bradley cooper, thrilling good war movie props, props, action",2
Chris Kyle was a true savage protecting our county AmericanSniper,"county, savage, chris kyle, americansniper",0
Frogman RIPChriskyle,ripchriskyle,2
Bitches love Bradley Cooper  watching American Sniper,"sniper, bradley cooper, american",2
Bradley cooper just made me shed the first time in years AmericanSniper USA ChrisKyle,"americansniper usa, first time, first, chriskyle",1
American Sniper is so good Bradley Cooper played Chris Kyle perfectly,"chris kyle, bradley cooper, good bradley cooper, kyle",2
OlBradleyCoop outstanding job in americansniper Even as a movie you make it feel like I could have done so much more as a sailor soc,"soc, olbradleycoop outstanding job, americansniper, sailor",1
"Andrew Luck or Chris Kyle ""American Sniper"" ","chris kyle, sniper, american sniper",0
American sniper's gunna be so good chris kyle's the man,"good chris kyle, man",0
Sunday Shoutouts Follow - CKFFdn ChrisKyleFrog HonorChrisKyle authorsmcewen AmericanSniper in theaters this week Let's show r support,"americansniper, follow-ckffdn chriskylefrog honorchriskyle authorsmcewen americansniper, support, theaters, this week, week let",1
michaelacoletta I hope Bradley cooper wins every award for American sniper,"sniper, american, cooper wins, award",2
I Wanna See American Sniper But The Way Clint Eastwood Is Set Up Smh,"eastwood, way, american, american sniper, the way clint eastwood",2
AmericanSniper is by far the BEST film I've seen for a long time Now that is what you call a legend mustseemovie ChrisKyle,"chriskyle, long time, mustseemovie",2
Watched AmericanSniper awesome movie Much respect for Chris Kyle,"chris kyle, americansniper awesome movie much respect, kyle",0
Need to see American sniper bc Bradley cooper,"bradley, american, cooper, american sniper",2
KyleD_55 American sniper looks so good/sad Who wants to see it when it comes out this weekend ,kyled_55 american sniper,2
I still can't get over how incredibly sexy Bradley Cooper is in American Sniper  militarymen,"bradley cooper, militarymen, american, american sniper",2
I saw AmericanSniper it was a good film bradlycooper was great as ChrisKyle - what a great tribute to Chris- go see AmericanSniper,"chriskyle, great tribute, americansniper, good film bradlycooper",1
30% done with American Sniper by Chris Kyle ,"chris kyle, kyle, american sniper",0
Bradley Cooper I see you AmericanSniper,"bradley cooper, americansniper",2
Picked up the book AmericanSniper yesterday It's too damn bad Chris Kyle isn't around today Truly a great American/patriot,"bad chris kyle, chris kyle, today, american, great american",0
"Just saw ""American Sniper"" w/ Bradley Cooper Good movie 4/5 stars","american sniper, w/ bradley cooper good, stars, good movie",2
rolandos99 I did buddy Right in the comfort of my living room Bradley will get an Oscars2015 as will the movie AmericanSniper,"oscars2015, bradley, room bradley, buddy",2
American Sniper is such a powerful movie RIP Chris Kyle,"rip chris kyle, kyle",0
American Sniper is okay but Bradley Cooper is outstanding Wow AmericanSniper,"bradley cooper, americansniper",2
Mr__Longoria yeah that was before then they released the interview on Christmas instead of American sniper,"christmas, sniper, american",2
American Sniper Thank you Chris Kyle for defending this country Rest in peace,"chris kyle, american sniper thank, peace",0
The book AmericanSniper is really good emotional It's too damn bad Chris Kyle isn't around today Truly a great American/Patriot,"bad chris kyle, chris kyle, today, good emotional, american, great american",0
AmericanSniper is a brilliant film Everyone needs to see it ChrisKyle ,"chriskyle, everyone",2
"""Who's in American Sniper"" ""Ben Cootner"" ""Bradley Cooper Thank you"" I mean you're welcome","ben cootner, bradley cooper thank, american sniper",2
"I'm sorry I hope people know ""American Sniper"" is about a real guy Chris Kyle It bothers me when people think it's just another war movie","chris kyle, hope, real guy chris kyle, american sniper, people",0
Whew this AmericanSniper film was tough to watch Great work BradleyCooperUS ,"great, bradleycooperus, americansniper film",1
Would kill for a girl who loves me like Bradley coopers wife loves him in american sniper,"sniper, bradley, coopers wife",2
Yup ending was kinda sad CHYnese_ Whew this AmericanSniper film was tough to watch Great work BradleyCooperUS ,"chynese, great, bradleycooperus, americansniper film",1
"RIP Chris Kyle ""The Legend"" 1974 - 2013 (American Sniper","the legend, legend, chris kyle",0
I literally can't wait until friday Back199 AmericanSniper ChrisKyle FrogMan,"chriskyle, frogman, friday",2
Currently watching American sniper ChrisKyleFrog HonorChrisKyle,"honorchriskyle, american, chriskylefrog",2
AmericanSniper is one of the most awesome films I've ever seen Chris Kyle is a legend and a first class performance by Bradley Cooper,"chris kyle, bradley cooper, cooper, legend, first class performance, first",2
I really want to see American Sniper Jan 16th bc it looks so good Bradley Cooper is in it ,"american sniper jan 16th, bradley cooper, good bradley cooper, 16th, sniper jan",2
American Sniper was seriously the most moving and emotional movie I've ever seen Clint Eastwood did a hell of a job again,"job, seen clint eastwood, emotional movie, clint eastwood, hell",2
Can't wait to see American Sniper Chris Kyle was a beast,"chris kyle, american, american sniper chris kyle, beast",0
Bradley Cooper with a country accent = perfection  AmericanSniper,"bradley cooper, country accent, perfection, americansniper",2
Oh pens que vena bradley cooper ( AmericanSniper GoldenGlobes,"que vena bradley cooper, goldenglobes",2
Random - who saw AmericanSniper Thoughts As much as I love Bradley shan't be watching it GoldenGIobes,"thoughts, goldengiobes, bradley",2
I'm kind of surprised that Bradley Cooper wasn't nominated for American Sniper GoldenGlobes,"bradley cooper, goldenglobes, american",2
they said american sniper and I braced myself for bradley cooper god dammit,"bradley, dammit, american sniper",2
Questioning some of the winners tonight then again this the award show that snubbed American Sniper and Bradley Cooper GoldenGlobes,"bradley cooper goldenglobes, goldenglobes, american, american sniper",2
American Sniper tem uma sinopse to bacana mas a  lembro que  do Clint Eastwood e bate um medo,"clint eastwood e, clint eastwood e bate, bate, medo, lembro que, american sniper tem uma sinopse",2
"""I'm willing to meet my creator and answer every shot that I took"" - Chris Kyle AmericanSniper","chris kyle, chris, americansniper",0
So although American Sniper isn't out yet I just watched it and it was really good Gotta love Bradley Cooper Solid performance,"solid, bradley cooper solid, performance",2
disappointed Bradley Cooper was shut out but I keep picking up American Sniper book to buy but I can't Chris Kyles gone GoldenGlobes,"goldenglobes, bradley cooper, american, book, american sniper book",2
GraceRandolph do you think Bradley Coopers role in American Sniper overshadowed Sienna Millers roleI think she deserves some recognition,"sniper, sienna millers, american, bradley coopers, role",2
"Ho letto almeno 30 volte ""Bradley Cooper"" scorrendo la TL e sono stata a vedere American Sniper Ora resettatemi la memoria che devo dormire","che, bradley cooper, dormire, cooper, american, devo",2
Assisti Selma nos EUA Pra mim de todos os que vi  o melhor Pau a pau c American Sniper do Clint Eastwood GoldenGlobes,"goldenglobes, pau, melhor pau, clint eastwood goldenglobes, selma nos eua pra mim de todos, que vi",2
gabyhay_8 American Sniper comes out on Friday ready for our date Ebrooke15 Christian____B,"friday, friday ready, christian____b",2
New material AmericanSniper ChrisKyle navyseals ,"chriskyle, navyseals",2
American Sniper Extremely moving movie To see what has happened and what is still happening over thereNever forget ChrisKyle ,"chriskyle, movie",2
New Movies in Theaters Paddington American Sniper More New movies in theaters this week include Bradley ,"bradley, paddington american sniper, more new movies, new movies, theaters, this week",2
American sniper was  Chris Kyle was a real life cod camper,"chris kyle, camper",0
AmericanSniper better be good with all the hype it's getting And don't watch it with a real sniper He'll criticize Cooper's technique,"cooper, technique",2
Who wants to see American Sniper with me I have mad respect for Chris Kyle after reading his book,"chris kyle, american, respect, book, american sniper",0
American Sniper is a badass movie ChrisKyle BradleyCooper USA ,"chriskyle, usa, bradleycooper",2
Watching American Sniper and I wish I could be as manly as Bradley Cooper someday,"bradley cooper, cooper, american sniper",2
/ JohnVassNascar AmericanSniper Is it nominated for anything I've heard it's one of Clint Eastwood's best directorial films,"films, clint eastwood 's, anything",2
American Sniper was amazing Chris Kyle was truly a legend ,"chris kyle, kyle",0
How Does American Sniper Deal With Chris Kyles Lies It Ignores Them ,"kyles, american sniper deal, chris kyles",0
New Movies in Theaters Paddington American Sniper More New movies in theaters this week include Bradley ,"bradley, paddington american sniper, more new movies, new movies, theaters, this week",2
wow American Sniper is a must see everyone Outstanding performance by Bradley Cooper,"bradley cooper, everyone outstanding performance, cooper",2
American Sniper was interesting nods to both Cooper and Eastwood I didn't know a thing about Christopher Kyle prior,"interesting nods, christopher kyle, eastwood, kyle, cooper",0
La ta norcoreana ni puta gracia Bradley Cooper saca la franco y libranos de su presencia AmericanSniper GlobosdeOro,"globosdeoro, de, americansniper, bradley cooper, y, puta gracia bradley cooper saca",2
goldenglobes what's the deal with American Sniper It is the best movie of the yearChris Kyleheroamerican,"kyleheroamerican, best movie, the yearchris kyleheroamerican, american sniper",2
Completely blown away moved by AmericanSniper the ChrisKyle story A great tribute to TheLegend and all men/women who serve,"americansniper, men, a great tribute, chriskyle story, women",1
Bradley Cooper kills it in American SniperGreat movie and tribute to Chris Kyle Thelegend Frogmen AmericanSniper USA,"chris kyle, tribute, american, american snipergreat movie, snipergreat, usa",0
Bradley Cooper to real AmericanSniper,"bradley cooper, americansniper",2
I will go see American Sniper by myself if I have to Bradley Cooper is a babe ,"sniper, bradley cooper, american, american sniper, babe",2
Holy tits I honestly can't wait to watch AmericanSniper this Friday it's gonna be legit Clint Eastwood makes the best movies,"this friday, clint eastwood, gon, movies",2
Bradley Cooper real as fuck AmericanSniper,"bradley cooper, americansniper",2
Im only watching American Sniper because of Bradley Cooper,"bradley cooper, cooper, american sniper",2
American Sniper another movie about how patriotic it is to kill brown Middle Easterners I hope Chris Kyle is rotting in his grave,"chris kyle, grave, brown middle easterners, hope, middle easterners",0
Too excited about seeing American Sniper BradleyCooper ,"american, bradleycooper",2
RIP Chris Kyle American Sniper was fantastic,"chris kyle, sniper",0
Kay4313 American Sniper was amazing Chris Kyle was truly a legend  jealous ,"chris kyle, kyle",0
Bradley Cooper in American Sniper,"sniper, bradley cooper, american",2
Bradley Cooper in American Sniper,"sniper, bradley cooper, american",2
All I wanna do is go see AmericanSnipercan't wait till it comes out Bradley Cooperyasssss ,"cooperyasssss, bradley cooperyasssss",2
Going to AmericanSniper on the 17th I can wait ChrisKyle Hero BradleyCooper,"bradleycooper, 17th, chriskyle hero bradleycooper",2
American Sniper Opens Friday Jan 16 2015Navy SEAL Chris Kyle logs an incredible number of k ,"k, chris kyle, jan, incredible number, seal",0
I wanna see American Sniper to support my fianc Mr Cooper but I know I'm just gonna bawl my eyes out,"cooper, eyes, fianc, mr cooper",2
Rest in peace Chris Kyle  AmericanSniper,"chris kyle, peace chris kyle, americansniper",0
"TheEllenShow Did yall see ""American Sniper"" What a powerful movie Bradley Cooper isnt too hard on the eyes either alechietanen","sniper, bradley cooper, eyes, american sniper, alechietanen",2
American Sniper was a great movie Bradley Cooper is the man,"bradley cooper, great movie bradley cooper",2
American Sniper was so good You did a great job portraying him Bradley Cooper AmericanSniper,"bradley cooper americansniper, americansniper, great job",1
American Sniper looks intriguing but the fact that it was directed by Clint Eastwood is worrisome,"clint eastwood, clint",2
American sniper is an awesome movie and Bradley Cooper is sexy,"bradley cooper, awesome movie",2
AmericanSniper de Clint EastWood un film de un to que admiro mucho pero que cada ao se vuelve ms conservador dios familia y patria,"que, film, eastwood un film, cada",2
Chris Kyle is legitimately an American Hero Not just what he did in the war but what he did charitably was amazing as wellAmericanSniper,"chris kyle, hero, american hero, wellamericansniper",0
honestly American Sniper is the best acting I've seen from Bradley Cooper,"bradley cooper, 've, cooper, best acting",2
Is there a Strong possibility that Bradley Cooper may win the Oscar Could these commercials for American Sniper could sway voters,"oscar, bradley cooper, voters, commercials, american, american sniper",2
Golden Globes snub three very American movies Angelina Jolie's 'Unbroken' 'American Bradley Cooper in AMERICAN SNIPER < There you have it,"american bradley cooper, american, american sniper <, jolie, angelina jolie 's '",2
I'm at a loss for words at how good AmericanSniper is as a movie and how much respect I have gained for the navy seal RIPChrisKyle,"much respect, ripchriskyle, navy, americansniper",1
Chris Kyle is my hero AmericanSniper GodBless RIP America SEALS,"chris kyle, america, rip",0
Who do you think is deadlier- Chris Kyle from American Sniper or Catherine Zeta-Jones' vagina americansniper SMTA GoldenGIobes,"vagina, chris kyle, catherine zeta-jones ', american, goldengiobes, american sniper",0
Bradley Cooper looks so damn good in American Sniper ,"sniper, bradley cooper, american",2
Can't wait to see American Sniper Love Sienna Miller And yes I love you too Bradley Cooper,"bradley cooper, love sienna miller, american, miller",2
Sobre American Sniper o melhor trabalho do Bradley Cooper,"bradley cooper, sobre american sniper, cooper",2
Wednesday cant get here soon enough Going 2A private screening of AmericanSniper Cant wait 2 HonorChrisKyle NeverForget ChrisKyleFrog,"neverforget, chriskylefrog, private screening, americansniper",1
Which PerformerTrack Member is in AmericanSniper from Clint Eastwood ,"eastwood, clint eastwood, americansniper",1
Which PerformerTrack Member is in AmericanSniper from Clint Eastwood ,"eastwood, clint eastwood, americansniper",1
American Sniper was good Sad to see Chris Kyle die Bradley Cooper played his character well AmericanSniper,"americansniper, chris kyle, bradley cooper, character, cooper",2
Only two chapters in and I already wish I could've had the privilege to meet Chris Kyle AmericanSniper amazingstory,"chris kyle americansniper, americansniper, amazingstory",1
Bradley Cooper did a awesome job as ChrisKyle in AmericanSniper ,"chriskyle, awesome job, americansniper",1
Felt like Clint Eastwood didn't put enough emphasis on Bradley Cooper's character on the AmericanSniper,"bradley cooper 's, americansniper, bradley cooper, character, cooper, enough emphasis",2
Just watched AmericanSniper What an amazing movie Much respect to Chris Kyle and his family ,"chris kyle, family, amazing movie much respect, kyle",0
"""AlizeBass_ American Sniper is a must see b/c Bradley Cooper is in it"" yes I got mad at the end did you","bradley cooper, c",2
Watching American Sniper right now Bradley Cooper that nigga,"bradley cooper, american sniper",2
5 lies by Chris Kyle AmericanSniper ,"chris kyle americansniper, americansniper",1
Yeah American sniper was absolutely phenomenal Bradly Cooper is outstanding,bradly cooper,2
American Sniperawesome but missing something well done Bradley Cooper,"bradley cooper, cooper, something",2
American Sniper is a great movie RIPChrisKyle,"ripchriskyle, movie, american sniper",2
Bradley Cooper as Chris Kyle Give my dude the Oscar  Tomorrow  AmericanSniper,"chris kyle, tomorrow, americansniper, oscar",0
American Sniper fantastic movieI knew a few things about Chris Kyle going in but the movie was an amazing tell of who he was as a person,"chris, chris kyle, american sniper fantastic moviei, kyle, few things, amazing tell",0
God Bless the USA and every man and women in the Armed Forces Chris Kyle is American hero  AmericanSniper,"americansniper, chris kyle, the armed, american hero, american, hero",0
RT nra_rifleman Keefe Report Remembering Chief Kyle  ,"keefe report remembering chief kyle, kyle",0
So glad I found this American Sniper link online This dude was a top notch goon RIPChrisKyle,"ripchriskyle, dude, american sniper link",2
American Sniper was pretty badass Chris Kyle was a true American hero,"chris kyle, badass, american sniper",0
AmericanSniper was phenomenal The absolute best movie I've seen in a long timeBradley Cooper did NOT disappoint,"absolute best movie, long timebradley cooper, 've, timebradley cooper",2
Just watched American Sniper I'm more pissed off than ever shitsucks ChrisKyle ,"chriskyle, american, american sniper",2
AmericanSniper was amazing Exceptional performance by Bradley Cooper and certainly one of the best movies I've seen in quite some time,"bradley cooper, cooper, 've, amazing exceptional performance, exceptional",2
American Sniper Memorial Edition Chris Kyle (Author Scott McEwen (Author Jim DeFelice ,"author scott, chris kyle, author scott mcewen, defelice, author, jim defelice",0
Well done BradleyCooper AmericanSniper was incredible wow,"bradleycooper americansniper, done bradleycooper americansniper",1
DigitalTransfer RaniaKhalek STILL DONT KNOW WHAT THIS HAS TO DO W AMERICAN SNIPER/CHRIS KYLE TO BE HONEST YOURE TRYING MY PATIENCE,"sniper, trying, do w, my, chris kyle, patience",0
American Sniper  speechless USA  ChrisKyle KendallKeegan jakerooney23 AmberMeinen,"usa, ambermeinen, chriskyle kendallkeegan jakerooney23 ambermeinen",2
I just finished American Sniper to not even nominate Bradley Cooper is a crime I'd also suggest him as Roland Deschain DarkTowerSeries,"roland deschain, darktowerseries, bradley cooper, american, american sniper, crime",2
chris_sandoval6 American Sniper was probably one of the best movies I've ever seen  ,"chris_sandoval6 american sniper, best movies",2
Saw American Sniper phenomenal HonorChrisKyle,honorchriskyle,2
American sniper really was the shit Bradley cooper did that role with perfection,"bradley, perfection, shit bradley cooper, role",2
AmericanSniper wonderful movie Great direction by Clint acting by Bradley Cooper Movie introduces us to the deadliest sniper of USA,"usa, bradley cooper movie, clint, wonderful movie great direction",2
Chris Kyle is a bad ass AmericanSniper,"chris kyle, ass, americansniper",0
El resemblance de Bradley Cooper y Christian Bale en el poster de American Sniper no me va a dejar dormir Jajaja,"sniper, bale, bradley cooper, el poster, american sniper, el resemblance de bradley cooper y christian bale",2
filmesdochico como  de Clint Eastwood eu ainda lembraria de American Sniper pra ator At mais do que Carrell,"american, ainda, ator, american sniper, carrell, clint eastwood eu ainda",2
5 of 5 stars to American Sniper by Chris Kyle ,"chris kyle, kyle, american sniper",0
Me tinca harto AmericanSniper la mas reciente de C Eastwood,"eastwood, c, americansniper",1
AMERICAN SNIPER BRADLEY COOPER CLINT EASTWOOD FUUUUUUUCK,"eastwood, american sniper bradley, fuuuuuuuck",2
That movie was amazing and Chris kyle was the fucking man AmericanSniper Respect,"chris kyle, respect",0
American sniper is a badass movie RIPChrisKyle,"sniper, ripchriskyle, movie",2
"""American Sniper"" Si la hizo Don Clint Eastwood hay que verla","hay, don clint eastwood, que, verla",2
"Quero ver se no Oscar o selo Eastwood vai pesar com jurados da Academia com ""American Sniper""","academia com, selo eastwood vai pesar com jurados, american, american sniper, com, academia",2
American Sniper + Bradley Cooper cristo oo,"cristo, american sniper+bradley, bradley cooper cristo",2
Damn you Clint Eastwood AmericanSniper was one of the best movies I've ever seen,"best movies, clint eastwood americansniper",1
I have to see American sniper  BradleyCooper,"american, bradleycooper, american sniper",2
"Pretty sure everyone everywhere is ready for every US AmericanSniper to ""come home"" not just Bradley Cooper","bradley cooper, everyone, us, americansniper",2
Watching American sniper Sucks Chris kyle is dead id have him snipe abood,"chris kyle, abood, sucks chris",0
Just finished watching American sniper  Rip Chris Kyle,"chris kyle, kyle, american sniper",0
AmericanSniper BradleyCooperUS was simply amazing,americansniper bradleycooperus,1
American Sniper is a PHENOMENAL picture Great Job by Bradley Cooper ,"bradley cooper, phenomenal picture great job, cooper, great job",2
American Sniper an excellent film Appreciate Chris Kyle,"appreciate chris kyle, kyle",0
Movie a Day Blog is impressed with the work of Bradley Cooper and Clint Eastwood in AMERICAN SNIPER,"sniper, work, bradley cooper, eastwood, american, clint eastwood",2
Totalmente RT Peruchapromedio Ese momento en que ves a BradleyCooper en el resumen de American Sniper y el tiempo se congela LeAmo,"bradleycooper, el, que ves, leamo, totalmente rt peruchapromedio ese momento, el resumen",2
Wow man Rest in peace Chris Kyle AmericanSniper,"chris kyle americansniper, americansniper",1
American sniper is one of the best movies I've ever seen RIP Chris Kyle SEALs never die hooyah frogmen,"chris kyle, seals, frogmen, chris kyle seals",0
AaronNagler Instead of catching the Globes tonight I saw American Sniper - fantastic - Eastwood does it again - (my favorite director,"american, tonight, sniper-fantastic-eastwood, globes",2
Wanna see American Sniper cause my boy Bradley Cooper is in it and god damn ,"bradley cooper, american sniper cause, boy bradley cooper",2
American Sniper Review Does Bradley Cooper Have The Chops To Pull Off This War Drama ,"this war drama, chops, drama, bradley cooper, war",2
How was Bradley Cooper not nominated for best actor for AmericanSniper GoldenGIobes bigmistake,"bigmistake, best actor, bradley cooper, goldengiobes, americansniper goldengiobes",2
joshjurnovoy I'm looking forward to both of those particularly American Sniper Heard nothing but rave reviews of Cooper's performancd,"nothing, cooper, performancd, reviews",2
Is American Sniper 2 hours of flashbacks with 10 minutes of Cooper debating whether to shoot a kid,"10 minutes, cooper, kid, sniper 2 hours",2
Who wants to go see AmericanSniper with me BradleyCooper is so dreamy,"bradleycooper, americansniper",1
Okay so I'm just going to tweet my imagined sex between me and Bradley Cooper in American Sniper GoldenGIobes2015,"goldengiobes2015, sex, american, bradley cooper",2
It's so hard to see the ads for American Sniper and not think about Chris Kyle's shocking death ,"chris kyle, death, american sniper",0
I want to marry a Bradley Cooper cowboy like in american sniper lol,"bradley cooper, bradley cooper cowboy, lol, cowboy",2
I don't really want to see American Sniper but I do want to see if Bradley Cooper shoots that kid Does that make me a bad person,"kid, bradley cooper, american, american sniper",2
"There is a reason ""American Sniper"" isn't nominated for anythingbecause it's a ""meh"" Clint Eastwood film","clint eastwood, film, american sniper",2
American Sniper  Bradley Cooper killed it Oscarperformance,"bradley cooper, oscarperformance",2
I really wanna see American Sniper BradleyCooper,"american, bradleycooper",2
American Sniper seems great despite Bradley Cooper trying to do a serious role,"bradley cooper, role",2
AmericanSniper is one of the best movies of this year Loved Bradley Cooper's performance,"best movies, bradley cooper, cooper, year, loved bradley cooper 's, performance",2
Preview for AmericanSniper BradleyCooperWasScrewedByTheGoldenGlobes,bradleycooperwasscrewedbythegoldenglobes,2
im guna need clint eastwood to stop with his racist movies AmericanSniper is based off racist trash,"m guna, clint eastwood, racist movies americansniper",1
After the announcement of the best actor award a reminder of who wasn't nominated BradleyCooper AmericanSniper GoldenGlobes,"best actor award, bradleycooper americansniper goldenglobes, goldenglobes",1
Even though we already knew the ending for Chris Kyle AmericanSniper was still not bad Sniper movies are fun feelthetrigger,"sniper, feelthetrigger, chris kyle americansniper",0
TimesFilm thetimes Guess American Sniper and Bradley Cooper were snubbed figures,"bradley cooper, figures, guess american sniper",2
fibberjr GoneGirlMovie TheGamblerMovie TeamFoxcatcher AmericanSniper < I liked them both read Kyles book some differences though,"kyles book, differences, kyles, americansniper",0
Have to say Clint Eastwood Bradley Copper did a great job with American Sniper Must see film,"american sniper, sniper, film, american, great job, clint eastwood bradley copper",2
Clint Eastwood American Sniper starring Bradley Cooper and J Edgar starring Leonardo Dicaprio lie and wait,"dicaprio, bradley cooper, american sniper, edgar, leonardo dicaprio",2
Sad to see that AmericanSniper BradleyCooper weren't nominated Truly a travesty  TheGoldenGlobes,"truly, thegoldenglobes, travesty, americansniper bradleycooper",1
BradleyCooper Hits His Mark In AmericanSniper (REVIEW+VIDEO ,"review+video, bradleycooper hits his mark in, americansniper",1
Bummed BradleyCooper wasn't nominated for American sniper,"sniper, american, bummed bradleycooper",2
American sniper is truly one of the best movies Bradley cooper did his thing,"best movies bradley cooper, thing, bradley",2
"""American Sniper"" Chris Kyle carried a Springfield TRP Nice To know I or at least one of my friends build a pistol he carried AWESOME","nice, chris kyle, awesome, springfield, trp",0
The way Chris Kyle (American sniper got killed is so sad,"sniper, american, chris kyle",0
Bradley Cooper American Sniper for the night ,"sniper, american sniper, bradley cooper american sniper, night",2
Bradley Cooper in The Hangover vs Bradley Cooper in American Sniper ,"bradley cooper, the hangover vs bradley cooper in american sniper",2
